Date,Article_title,Stock_symbol,Url,Publisher,Author,Article,Lsa_summary,Luhn_summary,Textrank_summary,Lexrank_summary,Year,sentiment_score
2022-09-28 00:00:00+00:00,"eBay Stock Lost 8% In One Week, What's Next?",EBAY,https://www.nasdaq.com/articles/ebay-stock-lost-8-in-one-week-whats-next,,,"eBay stock (NASDAQ: EBAY) has lost 7.8% in the last week, underperforming the S&P 500 (down 6.2%). Further, the same trend was observed over the last ten days (-16% vs -11%) and one month period (-18% vs -13%). Notably, the recent stock market volatility was due to high inflation levels, aggressive interest rate hikes, and geopolitical tensions. The Fed has increased the interest rates five times in the year, with more hikes to follow. While it is aimed at taming inflation, it also has the potential to push the economy into recession.
The company operates an online marketplace “eBay.com”, where third-party buyers and sellers can transact in a variety of products (both new and used goods). It neither owns the inventory nor handles the shipping & handling of goods, making the business model asset light. While the firm’s net transaction revenues decreased 8% y-o-y in Q2 due to a drop in website traffic, it is to be noted that web traffic volume was at very high levels in 2021. We expect the revenues to continue to suffer over the subsequent quarters.
Now, is eBay stock set to drop further, or could we expect some recovery? We believe that there is a 73% chance of a rise in eBay stock over the next month (21 trading days) based on our machine-learning analysis of trends in the stock price over the last ten years. See our analysis on eBay Stock Chance of Rise.
Twenty-One Day: EBAY -18%, vs. S&P500 -13%; Underperformed market
(less than 1% likelihood event; 73% probability of rise over next 21 days)
eBay stock lost 18% over the last twenty-one trading days (one month), compared to a broader market (S&P500) drop of 13%
A change of -18% or more over twenty-one trading days is a less than 1% likelihood event, which has occurred 11 times out of 2514 in the last ten years
Of these 11 instances, the stock has seen a positive movement over the next twenty-one trading days on 8 occasions
This points to a 73% probability for the stock rising over the next twenty-one trading days
Ten Day: EBAY -16%, vs. S&P500 -11%; Underperformed market
(less than 1% likelihood event; 56% probability of rise over next 10 days)
eBay stock decreased 16% over the last ten trading days (two weeks), compared to broader market (S&P500) loss of 11%
A change of -16% or more over ten trading days is a less than 1% likelihood event, which has occurred 9 times out of 2515 in the last ten years
Of these 9 instances, the stock has seen a positive movement over the next ten trading days on 5 occasions
This points to a 56% probability for the stock rising over the next ten trading days
Five Day: EBAY -7.8%, vs. S&P500 -6.2%; Underperformed market
(3% likelihood event; 45% probability of rise over next five days)
eBay stock lost 7.8% over a five-day trading period ending 09/26/2022, compared to the broader market (S&P500) decrease of 6.2%
A change of -7.8% or more over five trading days (one week) is a 3% likelihood event, which has occurred 76 times out of 2515 in the last ten years
Of these 76 instances, the stock has seen a positive movement over the next five trading days on 34 occasions
This points to a 45% probability for the stock rising over the next five trading days
Check out how eBay Peers fare on metrics that matter. You will find other useful comparisons for companies across industries at Peer Comparisons.
What if you’re looking for a more balanced portfolio instead? Our high-quality portfolio and multi-strategy portfolio have beaten the market consistently since the end of 2016.
 Returns Sep 2022
MTD [1] 2022
YTD [1] 2017-22
Total [2]
 EBAY Return -14% -43% 28%
 S&P 500 Return -8% -23% 63%
 Trefis Multi-Strategy Portfolio -12% -26% 193%
[1] Month-to-date and year-to-date as of 9/27/2022
[2] Cumulative total returns since the end of 2016
Invest with Trefis Market Beating Portfolios
See all Trefis Price Estimates
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.","The company operates an online marketplace “eBay.com”, where third-party buyers and sellers can transact in a variety of products (both new and used goods). Total [2] EBAY Return -14% -43% 28% S&P 500 Return -8% -23% 63% Trefis Multi-Strategy Portfolio -12% -26% 193% [1] Month-to-date and year-to-date as of 9/27/2022 [2] Cumulative total returns since the end of 2016 Invest with Trefis Market Beating Portfolios See all Trefis Price Estimates The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc. eBay stock (NASDAQ: EBAY) has lost 7.8% in the last week, underperforming the S&P 500 (down 6.2%).","Twenty-One Day: EBAY -18%, vs. S&P500 -13%; Underperformed market (less than 1% likelihood event; 73% probability of rise over next 21 days) eBay stock lost 18% over the last twenty-one trading days (one month), compared to a broader market (S&P500) drop of 13% A change of -18% or more over twenty-one trading days is a less than 1% likelihood event, which has occurred 11 times out of 2514 in the last ten years Of these 11 instances, the stock has seen a positive movement over the next twenty-one trading days on 8 occasions This points to a 73% probability for the stock rising over the next twenty-one trading days Ten Day: EBAY -16%, vs. S&P500 -11%; Underperformed market (less than 1% likelihood event; 56% probability of rise over next 10 days) eBay stock decreased 16% over the last ten trading days (two weeks), compared to broader market (S&P500) loss of 11% A change of -16% or more over ten trading days is a less than 1% likelihood event, which has occurred 9 times out of 2515 in the last ten years Of these 9 instances, the stock has seen a positive movement over the next ten trading days on 5 occasions This points to a 56% probability for the stock rising over the next ten trading days Five Day: EBAY -7.8%, vs. S&P500 -6.2%; Underperformed market (3% likelihood event; 45% probability of rise over next five days) eBay stock lost 7.8% over a five-day trading period ending 09/26/2022, compared to the broader market (S&P500) decrease of 6.2% A change of -7.8% or more over five trading days (one week) is a 3% likelihood event, which has occurred 76 times out of 2515 in the last ten years Of these 76 instances, the stock has seen a positive movement over the next five trading days on 34 occasions This points to a 45% probability for the stock rising over the next five trading days Check out how eBay Peers fare on metrics that matter. Total [2] EBAY Return -14% -43% 28% S&P 500 Return -8% -23% 63% Trefis Multi-Strategy Portfolio -12% -26% 193% [1] Month-to-date and year-to-date as of 9/27/2022 [2] Cumulative total returns since the end of 2016 Invest with Trefis Market Beating Portfolios See all Trefis Price Estimates The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc. eBay stock (NASDAQ: EBAY) has lost 7.8% in the last week, underperforming the S&P 500 (down 6.2%).","We believe that there is a 73% chance of a rise in eBay stock over the next month (21 trading days) based on our machine-learning analysis of trends in the stock price over the last ten years. Twenty-One Day: EBAY -18%, vs. S&P500 -13%; Underperformed market (less than 1% likelihood event; 73% probability of rise over next 21 days) eBay stock lost 18% over the last twenty-one trading days (one month), compared to a broader market (S&P500) drop of 13% A change of -18% or more over twenty-one trading days is a less than 1% likelihood event, which has occurred 11 times out of 2514 in the last ten years Of these 11 instances, the stock has seen a positive movement over the next twenty-one trading days on 8 occasions This points to a 73% probability for the stock rising over the next twenty-one trading days Ten Day: EBAY -16%, vs. S&P500 -11%; Underperformed market (less than 1% likelihood event; 56% probability of rise over next 10 days) eBay stock decreased 16% over the last ten trading days (two weeks), compared to broader market (S&P500) loss of 11% A change of -16% or more over ten trading days is a less than 1% likelihood event, which has occurred 9 times out of 2515 in the last ten years Of these 9 instances, the stock has seen a positive movement over the next ten trading days on 5 occasions This points to a 56% probability for the stock rising over the next ten trading days Five Day: EBAY -7.8%, vs. S&P500 -6.2%; Underperformed market (3% likelihood event; 45% probability of rise over next five days) eBay stock lost 7.8% over a five-day trading period ending 09/26/2022, compared to the broader market (S&P500) decrease of 6.2% A change of -7.8% or more over five trading days (one week) is a 3% likelihood event, which has occurred 76 times out of 2515 in the last ten years Of these 76 instances, the stock has seen a positive movement over the next five trading days on 34 occasions This points to a 45% probability for the stock rising over the next five trading days Check out how eBay Peers fare on metrics that matter. Total [2] EBAY Return -14% -43% 28% S&P 500 Return -8% -23% 63% Trefis Multi-Strategy Portfolio -12% -26% 193% [1] Month-to-date and year-to-date as of 9/27/2022 [2] Cumulative total returns since the end of 2016 Invest with Trefis Market Beating Portfolios See all Trefis Price Estimates The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.","We believe that there is a 73% chance of a rise in eBay stock over the next month (21 trading days) based on our machine-learning analysis of trends in the stock price over the last ten years. Total [2] EBAY Return -14% -43% 28% S&P 500 Return -8% -23% 63% Trefis Multi-Strategy Portfolio -12% -26% 193% [1] Month-to-date and year-to-date as of 9/27/2022 [2] Cumulative total returns since the end of 2016 Invest with Trefis Market Beating Portfolios See all Trefis Price Estimates The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc. eBay stock (NASDAQ: EBAY) has lost 7.8% in the last week, underperforming the S&P 500 (down 6.2%).",2022,3
2022-09-27 00:00:00+00:00,"Nasdaq 100 Movers: KDP, LCID",EBAY,https://www.nasdaq.com/articles/nasdaq-100-movers%3A-kdp-lcid,,,"In early trading on Tuesday, shares of Lucid Group topped the list of the day's best performing components of the Nasdaq 100 index, trading up 5.2%. Year to date, Lucid Group has lost about 61.1% of its value.
And the worst performing Nasdaq 100 component thus far on the day is Keurig Dr Pepper, trading down 1.3%. Keurig Dr Pepper is lower by about 0.1% looking at the year to date performance.
Two other components making moves today are eBay, trading down 0.5%, and Pinduoduo, trading up 5.1% on the day.
VIDEO: Nasdaq 100 Movers: KDP, LCID
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.","Two other components making moves today are eBay, trading down 0.5%, and Pinduoduo, trading up 5.1% on the day. And the worst performing Nasdaq 100 component thus far on the day is Keurig Dr Pepper, trading down 1.3%. Keurig Dr Pepper is lower by about 0.1% looking at the year to date performance.","Two other components making moves today are eBay, trading down 0.5%, and Pinduoduo, trading up 5.1% on the day. Year to date, Lucid Group has lost about 61.1% of its value. And the worst performing Nasdaq 100 component thus far on the day is Keurig Dr Pepper, trading down 1.3%.","Two other components making moves today are eBay, trading down 0.5%, and Pinduoduo, trading up 5.1% on the day. In early trading on Tuesday, shares of Lucid Group topped the list of the day's best performing components of the Nasdaq 100 index, trading up 5.2%. And the worst performing Nasdaq 100 component thus far on the day is Keurig Dr Pepper, trading down 1.3%.","Two other components making moves today are eBay, trading down 0.5%, and Pinduoduo, trading up 5.1% on the day. In early trading on Tuesday, shares of Lucid Group topped the list of the day's best performing components of the Nasdaq 100 index, trading up 5.2%. And the worst performing Nasdaq 100 component thus far on the day is Keurig Dr Pepper, trading down 1.3%.",2022,2
2022-09-26 00:00:00+00:00,"Even in a Recession, Divergent Stocks Will Prosper",EBAY,https://www.nasdaq.com/articles/even-in-a-recession-divergent-stocks-will-prosper,,,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips
[Editor’s note: “Even in a Recession, Divergent Stocks Will Prosper” was previously published in May 2022. It has since been updated to include the most relevant information available.]
Everyone is concerned about a recession these days. And who can blame them? Inflation’s been running at decade highs. A war is raging on in Europe. We’ve been dealing with soaring gas and food prices. There are rapidly rising interest rates and a crashing stock market. The Fed is on a super-hawkish rate-hiking path. And many fear that its tightening will push the U.S. economy into a deep downward spiral.
Previously, investors were fearful of high inflation. But after last week’s Fed meeting and subsequent press conference, those fears have shifted. Now investors are driven by fear of an incoming recession.
But what if I told you that a downturn has already arrived?
That’s right. The U.S. economy may already be in a recession.
That’s a scary thought. You’ve probably been worrying about a recession that the mainstream media has said won’t come until 2023. But it may have already arrived — and it could send the stock market spiraling lower.
Though, here’s the thing. In every bear market, certain stocks tend to soar. Thanks to a rare phenomenon called “divergence,” we’ve uncovered a special group of stocks that tend to soar during downturns. And they do even as the broader averages crash.
These are the stocks you need to be buying today. Forget index investing. It’s time to ditch the S&P 500 and Dow Jones. Buy divergent stocks to survive — and even thrive — in a bear market.
Otherwise, you could lose 20% or 30% in a hurry.
A Recession May Have Already Arrived
Everyone seems worried about a recession that’s set to materialize in 2023. But it increasingly appears that it may have already arrived.
The technical definition of a recession is two consecutive quarters of negative gross domestic product (GDP) growth. Well, as of August, we hit that benchmark. Indeed, the U.S. is in a technical recession.
Recent economic data has been very weak. The 10-year Treasury yield is just about as overextended as it’s ever been. Eurozone economic activity is rapidly contracting, and it’s very widespread, elevating concerns about a global economic recession. The Pound sterling hit a new 37-year low against the dollar. Home sales keep falling. Consumer spending is slowing. And sentiment is at lows comparable to previous U.S. recessions.
Meanwhile, the Federal Reserve seems married to an aggressive rate-hike cycle. And that will only sap more energy out of an already stalling U.S. economy.
Of course, that’s scary. Recessions are never good. And they tend to be very bad for the market.
But not all stocks drop during these downturns.
Divergent Stocks Soar During Recessions
As many of you know, we’ve been researching a rare market phenomenon called a “divergence” for several months now.
This anomaly only emerges about once a decade, during periods of peak market volatility. And it usually only happens in high-quality growth stocks that can grow rapidly, even during a recession.
At a high level, what tends to happen during a divergence is this:
Investors start to panic about a recession.
Stocks begin to drop on those fears.
Most keep dropping because as the economy slows, those holdings suffer from declining revenues and earnings, too.
Certain high-quality growth stocks don’t suffer from declining revenues and earnings. Instead, those fundamentals keep growing at a rapid rate because their growth drivers are so powerful that they’re “recession-proof.”
This results in a massive divergence between the price of those stocks and the relative revenues and earnings.
This divergence always corrects itself. And that sends those high-quality growth stocks significantly higher within a short time — even if the market keeps crashing.
This is a phenomenon that has repeated time and again throughout U.S. stock market history.
A Look Back to Past Recessions
For reference, let’s look at the last two major economic recessions.
Back in 2001, the U.S. economy slipped into a recession on the heels of the dot-com crash. During this time (illustrated by a gray highlight in the chart below), the stock market struggled. From early 2001 to late 2002, the S&P 500 dropped 24%, while the Dow Jones fell 16%. But over that same stretch, certain divergent stocks that grew revenues rapidly right through the recession (like Amazon (AMZN), eBay (EBAY), and F5 Networks (FFIV)) saw stock prices soar. While the S&P 500 dropped deep into a bear market, those stocks basically doubled!
Fast-forward to 2008-09. The U.S. economy was reeling from the housing crash and financial sector meltdown. We were deep into a recession. From late 2008 to early 2009, the stock market struggled. The S&P dropped 14%. The Dow fell 16%.
Yet, over that exact period, certain divergent stocks were able to sustain rapid revenue growth. Those stocks — like Amazon, Netflix (NFLX), and Booking.com (BKNG) — soared. Booking rose 50%. Both Amazon and Netflix popped more than 70%.
By now, you see the pattern.
The divergent stocks that we’ve discovered are the perfect recessionary medicine for your portfolio. During crashes, they tend to soar — while the rest of the market collapses.
Indeed, stocks are collapsing, and a recession may have already arrived. You owe it to yourself to at least check out some divergent stocks.
The Final Word on Combatting a Recession
We sit on the verge of a very pivotal moment in U.S. stock market history.
I think we may already be in a recession. I think the broader market could struggle over the next few weeks to months. And I think investors who ignore this divergence phenomenon could lose a lot of money.
But… for those who listen to and capitalize on this divergence, the potential returns could be enormous.
Our models indicate realistic, back-tested potential gains of 200%-plus over the next 12 months alone.
So, the way I see it, you have three choices:
Stay invested in index funds and exchange-traded funds, and risk losing money as the markets potentially struggle amid a recession.
Cash out and put your money in a savings account, where inflation will eat your nest egg.
Buy divergent stocks, and score 3X returns in 12 months, beating both a recession and inflation.
I think the right choice is obvious. But, of course, I’ll leave it up to you to seek out more about Divergence 2022.
On the date of publication, Luke Lango did not have (either directly or indirectly) any positions in the securities mentioned in this article.
The post Even in a Recession, Divergent Stocks Will Prosper appeared first on InvestorPlace.
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.","But over that same stretch, certain divergent stocks that grew revenues rapidly right through the recession (like Amazon (AMZN), eBay (EBAY), and F5 Networks (FFIV)) saw stock prices soar. Thanks to a rare phenomenon called “divergence,” we’ve uncovered a special group of stocks that tend to soar during downturns. Instead, those fundamentals keep growing at a rapid rate because their growth drivers are so powerful that they’re “recession-proof.” This results in a massive divergence between the price of those stocks and the relative revenues and earnings.","But over that same stretch, certain divergent stocks that grew revenues rapidly right through the recession (like Amazon (AMZN), eBay (EBAY), and F5 Networks (FFIV)) saw stock prices soar. Certain high-quality growth stocks don’t suffer from declining revenues and earnings. So, the way I see it, you have three choices: Stay invested in index funds and exchange-traded funds, and risk losing money as the markets potentially struggle amid a recession.","But over that same stretch, certain divergent stocks that grew revenues rapidly right through the recession (like Amazon (AMZN), eBay (EBAY), and F5 Networks (FFIV)) saw stock prices soar. InvestorPlace - Stock Market News, Stock Advice & Trading Tips [Editor’s note: “Even in a Recession, Divergent Stocks Will Prosper” was previously published in May 2022. Divergent Stocks Soar During Recessions As many of you know, we’ve been researching a rare market phenomenon called a “divergence” for several months now.","But over that same stretch, certain divergent stocks that grew revenues rapidly right through the recession (like Amazon (AMZN), eBay (EBAY), and F5 Networks (FFIV)) saw stock prices soar. Divergent Stocks Soar During Recessions As many of you know, we’ve been researching a rare market phenomenon called a “divergence” for several months now. I think we may already be in a recession.",2022,4
